lattice_type,a1x,a1y,a2x,a2y,hole_radius_a,eps_bg,polarization,band_index,k_index,k_label,s_value,frequency,extremum_type,curvature_a,linear_b,quad_residual,gap_below,gap_above,kx_frac,ky_frac,mode,plot_file
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,4,0,Γ,0.00000000,0.59665385,min,2.67425614,0.06300373,7.61050061e-08,0.02434776,0.30274918,,,path,bands_r0.450_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,4,38,M,1.00000000,0.76715315,max,-1.49736032,0.00930026,2.50009080e-07,0.11245066,0.04836856,,,path,bands_r0.450_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,5,0,Γ,0.00000000,0.89940302,max,-0.52914318,-0.00160533,5.79799714e-11,0.30274918,0.05316130,,,path,bands_r0.450_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,5,57,Γ,1.70710678,0.89940301,max,-1.08608585,-0.02573858,2.75102926e-08,0.30274917,0.05316129,,,path,bands_r0.450_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,6,0,Γ,0.00000000,0.95256432,max,-1.75763648,-0.01961289,7.31808698e-09,0.05316130,0.05157405,,,path,bands_r0.450_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,7,38,M,1.00000000,0.84962183,min,1.76563471,-0.01437384,6.71838331e-07,0.03409929,0.00000000,,,path,bands_r0.450_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,9.00000000,TM,0,38,M,1.00000000,0.26340439,max,-0.87061876,-0.00210352,3.11789127e-09,0.00000000,0.08020109,,,path,bands_r0.450_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,9.00000000,TM,1,19,X,0.50000000,0.29315675,min,1.23916439,-0.05658193,3.77485028e-07,0.08350688,0.16415243,,,path,bands_r0.450_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,9.00000000,TM,4,0,Γ,0.00000000,0.48853365,min,1.76756955,0.01533732,5.76137921e-09,0.02833159,0.23368517,,,path,bands_r0.450_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,9.00000000,TM,4,57,Γ,1.70710678,0.48853365,min,1.06423305,-0.04717851,5.69509657e-08,0.02833159,0.23368516,,,path,bands_r0.450_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,9.00000000,TM,5,0,Γ,0.00000000,0.72221882,max,-0.22232243,-0.00042973,4.14054629e-12,0.23368517,0.07424639,,,path,bands_r0.450_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,9.00000000,TM,5,57,Γ,1.70710678,0.72221882,max,-0.28576281,-0.00264653,3.12445836e-10,0.23368516,0.07424667,,,path,bands_r0.450_eps9.00.png
